Type,Xmin,Ymin,Xmax,Ymax,Area
Meningioma,40.0,23.0,104.0,52.0,1856.0
Metastatic,39.0,13.0,95.0,46.0,1848.0
Glioma,90.0,11.0,131.0,46.0,1435.0
Meningioma,85.0,7.0,138.0,57.0,2650.0
Metastatic,79.0,4.0,137.0,45.0,2378.0
Glioma,78.0,32.0,105.0,62.0,810.0
Meningioma,70.0,25.0,122.0,94.0,3588.0
Metastatic,71.0,26.0,110.0,79.0,2067.0
Meningioma,37.0,87.0,46.0,91.0,36.0
Meningioma,47.0,110.0,50.0,114.0,12.0
Meningioma,15.0,32.0,77.0,99.0,4154.0
Metastatic,26.0,68.0,54.0,91.0,644.0
Glioma,83.0,87.0,127.0,114.0,1188.0
Meningioma,57.0,78.0,138.0,122.0,3564.0
Metastatic,83.0,84.0,127.0,114.0,1320.0
Meningioma,66.0,25.0,92.0,41.0,416.0
Glioma,49.0,11.0,84.0,32.0,735.0
Meningioma,25.0,13.0,95.0,46.0,2310.0
Metastatic,45.0,7.0,93.0,34.0,1296.0
Glioma,2.0,14.0,61.0,57.0,2537.0
Meningioma,7.0,20.0,64.0,58.0,2166.0
Meningioma,62.0,106.0,81.0,120.0,266.0
Metastatic,62.0,111.0,78.0,127.0,256.0
Meningioma,71.0,27.0,105.0,50.0,782.0
Glioma,97.0,69.0,132.0,105.0,1260.0
Meningioma,64.0,68.0,130.0,115.0,3102.0
Metastatic,96.0,69.0,133.0,104.0,1295.0
Meningioma,58.0,36.0,61.0,38.0,6.0
Glioma,24.0,60.0,44.0,80.0,400.0
Meningioma,1.0,51.0,96.0,121.0,6650.0
Metastatic,26.0,61.0,48.0,102.0,902.0
Glioma,27.0,23.0,65.0,70.0,1786.0
Meningioma,7.0,14.0,95.0,78.0,5632.0
Metastatic,24.0,22.0,68.0,72.0,2200.0
Glioma,48.0,22.0,78.0,53.0,930.0
Meningioma,27.0,6.0,106.0,65.0,4661.0
Metastatic,45.0,19.0,83.0,55.0,1368.0
Glioma,0.0,76.0,37.0,103.0,999.0
Meningioma,0.0,67.0,39.0,104.0,1443.0
Glioma,69.0,6.0,120.0,35.0,1479.0
Meningioma,28.0,3.0,130.0,61.0,5916.0
Metastatic,67.0,3.0,121.0,35.0,1728.0
Glioma,30.0,82.0,70.0,120.0,1520.0
Meningioma,30.0,87.0,129.0,128.0,4059.0
Metastatic,29.0,74.0,80.0,120.0,2346.0
Meningioma,86.0,84.0,128.0,130.0,1932.0
Glioma,87.0,32.0,111.0,52.0,480.0
Meningioma,65.0,9.0,138.0,98.0,6497.0
Metastatic,93.0,30.0,111.0,51.0,378.0
Meningioma,92.0,30.0,134.0,51.0,882.0
Metastatic,98.0,52.0,99.0,55.0,3.0
Meningioma,53.0,48.0,75.0,62.0,308.0
Glioma,49.0,90.0,57.0,95.0,40.0
Meningioma,31.0,76.0,77.0,119.0,1978.0
Metastatic,46.0,73.0,63.0,96.0,391.0
Glioma,28.0,39.0,51.0,60.0,483.0
Meningioma,0.0,22.0,71.0,84.0,4402.0
Metastatic,28.0,37.0,52.0,62.0,600.0
Meningioma,47.0,5.0,117.0,47.0,2940.0
Metastatic,78.0,20.0,84.0,24.0,24.0
Meningioma,16.0,70.0,27.0,80.0,110.0
Glioma,37.0,84.0,85.0,115.0,1488.0
Meningioma,36.0,83.0,88.0,116.0,1716.0
Glioma,92.0,8.0,136.0,45.0,1628.0
Meningioma,70.0,8.0,138.0,50.0,2856.0
Metastatic,92.0,6.0,138.0,45.0,1794.0
Glioma,60.0,1.0,107.0,39.0,1786.0
Meningioma,49.0,5.0,121.0,63.0,4176.0
Metastatic,62.0,9.0,99.0,40.0,1147.0
Glioma,63.0,28.0,66.0,29.0,3.0
Meningioma,55.0,28.0,74.0,47.0,361.0
Metastatic,59.0,25.0,69.0,32.0,70.0
Glioma,19.0,54.0,63.0,86.0,1408.0
Meningioma,14.0,51.0,54.0,96.0,1800.0
Metastatic,17.0,54.0,63.0,87.0,1518.0
Meningioma,18.0,33.0,56.0,61.0,1064.0
Glioma,85.0,68.0,118.0,108.0,1320.0
Meningioma,19.0,67.0,122.0,131.0,6592.0
Metastatic,87.0,72.0,116.0,104.0,928.0
Glioma,57.0,93.0,69.0,102.0,108.0
Meningioma,36.0,84.0,79.0,122.0,1634.0
Glioma,51.0,84.0,75.0,105.0,504.0
Meningioma,19.0,68.0,94.0,110.0,3150.0
Metastatic,49.0,77.0,79.0,107.0,900.0
Glioma,57.0,58.0,62.0,63.0,25.0
Meningioma,64.0,47.0,111.0,66.0,893.0
Metastatic,54.0,51.0,72.0,69.0,324.0
Meningioma,63.0,19.0,108.0,60.0,1845.0
Glioma,71.0,33.0,92.0,46.0,273.0
Metastatic,72.0,33.0,91.0,46.0,247.0
Glioma,89.0,68.0,130.0,99.0,1271.0
Meningioma,77.0,61.0,138.0,110.0,2989.0
Metastatic,83.0,63.0,138.0,105.0,2310.0
Meningioma,54.0,18.0,63.0,27.0,81.0
Glioma,38.0,65.0,49.0,76.0,121.0
Meningioma,39.0,66.0,49.0,73.0,70.0
Metastatic,47.0,74.0,48.0,75.0,1.0
Glioma,29.0,78.0,58.0,103.0,725.0
Meningioma,0.0,66.0,90.0,110.0,3960.0
Metastatic,24.0,74.0,63.0,108.0,1326.0
Glioma,79.0,7.0,102.0,47.0,920.0
Meningioma,43.0,6.0,123.0,64.0,4640.0
Metastatic,82.0,13.0,96.0,35.0,308.0
Glioma,48.0,84.0,72.0,107.0,552.0
Meningioma,30.0,80.0,98.0,120.0,2720.0
Metastatic,49.0,80.0,92.0,107.0,1161.0
Meningioma,73.0,6.0,115.0,37.0,1302.0
Metastatic,96.0,20.0,111.0,39.0,285.0
Glioma,47.0,5.0,97.0,52.0,2350.0
Meningioma,32.0,5.0,120.0,73.0,5984.0
Metastatic,43.0,2.0,103.0,52.0,3000.0
Glioma,0.0,60.0,71.0,94.0,2414.0
Meningioma,0.0,49.0,81.0,113.0,5184.0
Metastatic,0.0,70.0,57.0,92.0,1254.0
Glioma,96.0,98.0,135.0,126.0,1092.0
Meningioma,65.0,76.0,138.0,128.0,3796.0
Metastatic,93.0,95.0,135.0,126.0,1302.0
Glioma,81.0,74.0,107.0,94.0,520.0
Meningioma,66.0,72.0,138.0,119.0,3384.0
Metastatic,76.0,70.0,124.0,93.0,1104.0
Glioma,86.0,72.0,113.0,105.0,891.0
Meningioma,23.0,68.0,121.0,131.0,6174.0
Metastatic,89.0,74.0,110.0,104.0,630.0
Glioma,86.0,80.0,97.0,89.0,99.0
Meningioma,74.0,68.0,97.0,84.0,368.0
Metastatic,81.0,72.0,100.0,92.0,380.0
Meningioma,94.0,19.0,125.0,48.0,899.0
Meningioma,74.0,11.0,107.0,43.0,1056.0
Meningioma,30.0,94.0,90.0,131.0,2220.0
Glioma,83.0,77.0,102.0,87.0,190.0
Meningioma,55.0,66.0,124.0,111.0,3105.0
Metastatic,80.0,74.0,104.0,89.0,360.0
Glioma,102.0,43.0,125.0,63.0,460.0
Meningioma,83.0,33.0,134.0,60.0,1377.0
Metastatic,103.0,44.0,124.0,64.0,420.0
Meningioma,0.0,26.0,41.0,66.0,1640.0
Glioma,68.0,21.0,110.0,41.0,840.0
Meningioma,48.0,4.0,126.0,55.0,3978.0
Metastatic,63.0,16.0,115.0,44.0,1456.0
Glioma,37.0,8.0,100.0,64.0,3528.0
Meningioma,29.0,2.0,132.0,69.0,6901.0
Glioma,59.0,40.0,70.0,51.0,121.0
Meningioma,30.0,3.0,74.0,67.0,2816.0
Metastatic,59.0,40.0,73.0,53.0,182.0
Glioma,56.0,80.0,99.0,113.0,1419.0
Meningioma,29.0,75.0,105.0,122.0,3572.0
Metastatic,55.0,87.0,58.0,102.0,45.0
Meningioma,44.0,62.0,96.0,113.0,2652.0
Meningioma,49.0,90.0,107.0,127.0,2146.0
Meningioma,83.0,46.0,87.0,52.0,24.0
Meningioma,53.0,80.0,104.0,119.0,1989.0
Meningioma,30.0,20.0,85.0,53.0,1815.0
Meningioma,84.0,85.0,138.0,109.0,1296.0
Metastatic,97.0,88.0,101.0,94.0,24.0
Meningioma,105.0,93.0,115.0,112.0,190.0
Glioma,63.0,69.0,98.0,98.0,1015.0
Meningioma,50.0,58.0,104.0,100.0,2268.0
Metastatic,51.0,70.0,99.0,98.0,1344.0
Meningioma,37.0,70.0,45.0,106.0,288.0
Glioma,60.0,86.0,101.0,125.0,1599.0
Meningioma,47.0,78.0,110.0,126.0,3024.0
Metastatic,50.0,86.0,102.0,128.0,2184.0
Glioma,63.0,27.0,77.0,41.0,196.0
Meningioma,47.0,19.0,86.0,51.0,1248.0
Glioma,38.0,82.0,78.0,126.0,1760.0
Meningioma,25.0,75.0,108.0,129.0,4482.0
Metastatic,31.0,81.0,99.0,125.0,2992.0
Glioma,0.0,12.0,65.0,86.0,4810.0
Meningioma,0.0,9.0,90.0,102.0,8370.0
Metastatic,51.0,56.0,57.0,63.0,42.0
Meningioma,88.0,72.0,99.0,81.0,99.0
Glioma,20.0,79.0,54.0,112.0,1122.0
Meningioma,10.0,66.0,69.0,105.0,2301.0
Meningioma,74.0,19.0,111.0,41.0,814.0
Meningioma,96.0,70.0,118.0,94.0,528.0
Glioma,15.0,73.0,61.0,114.0,1886.0
Meningioma,9.0,62.0,86.0,112.0,3850.0
Meningioma,66.0,21.0,102.0,58.0,1332.0
Glioma,20.0,70.0,49.0,99.0,841.0
Meningioma,0.0,50.0,72.0,121.0,5112.0
Metastatic,8.0,61.0,54.0,109.0,2208.0
Meningioma,97.0,16.0,130.0,51.0,1155.0
Glioma,14.0,12.0,65.0,54.0,2142.0
Meningioma,0.0,9.0,74.0,68.0,4366.0
Metastatic,15.0,11.0,65.0,57.0,2300.0
Glioma,69.0,98.0,98.0,120.0,638.0
Meningioma,49.0,79.0,127.0,121.0,3276.0
Metastatic,70.0,101.0,88.0,120.0,342.0
Glioma,69.0,33.0,80.0,51.0,198.0
Meningioma,19.0,33.0,72.0,89.0,2968.0
Metastatic,69.0,34.0,77.0,51.0,136.0
Glioma,103.0,37.0,127.0,64.0,648.0
Meningioma,85.0,30.0,126.0,57.0,1107.0
Metastatic,104.0,38.0,126.0,64.0,572.0
Glioma,81.0,94.0,126.0,129.0,1575.0
Meningioma,72.0,94.0,122.0,109.0,750.0
Metastatic,81.0,104.0,126.0,129.0,1125.0
Meningioma,59.0,83.0,76.0,102.0,323.0
Glioma,34.0,84.0,61.0,108.0,648.0
Meningioma,43.0,102.0,63.0,111.0,180.0
Metastatic,30.0,81.0,64.0,108.0,918.0
Meningioma,56.0,17.0,96.0,54.0,1480.0
Metastatic,76.0,29.0,85.0,36.0,63.0
Glioma,110.0,67.0,137.0,105.0,1026.0
Meningioma,89.0,66.0,134.0,120.0,2430.0
Meningioma,0.0,19.0,62.0,78.0,3658.0
Metastatic,0.0,25.0,48.0,59.0,1632.0
Glioma,55.0,28.0,79.0,42.0,336.0
Meningioma,55.0,24.0,78.0,47.0,529.0
Metastatic,55.0,30.0,74.0,41.0,209.0
Meningioma,90.0,19.0,134.0,54.0,1540.0
Meningioma,48.0,69.0,77.0,85.0,464.0
Glioma,29.0,29.0,53.0,57.0,672.0
Meningioma,9.0,13.0,85.0,62.0,3724.0
Metastatic,28.0,19.0,64.0,63.0,1584.0
Glioma,32.0,93.0,63.0,118.0,775.0
Meningioma,26.0,82.0,71.0,124.0,1890.0
Metastatic,33.0,94.0,63.0,116.0,660.0
Metastatic,74.0,60.0,76.0,63.0,6.0
Glioma,35.0,31.0,77.0,53.0,924.0
Meningioma,18.0,2.0,103.0,80.0,6630.0
Metastatic,35.0,30.0,81.0,52.0,1012.0
Meningioma,64.0,2.0,135.0,55.0,3763.0
Glioma,31.0,76.0,96.0,122.0,2990.0
Meningioma,29.0,68.0,118.0,126.0,5162.0
Metastatic,31.0,74.0,95.0,126.0,3328.0
Glioma,117.0,79.0,133.0,91.0,192.0
Meningioma,90.0,66.0,138.0,115.0,2352.0
Metastatic,115.0,77.0,136.0,95.0,378.0
Glioma,45.0,8.0,90.0,45.0,1665.0
Meningioma,37.0,9.0,116.0,46.0,2923.0
Metastatic,41.0,5.0,95.0,45.0,2160.0
Glioma,22.0,32.0,44.0,48.0,352.0
Meningioma,33.0,30.0,61.0,50.0,560.0
Glioma,81.0,8.0,136.0,46.0,2090.0
Meningioma,50.0,4.0,138.0,59.0,4840.0
Metastatic,76.0,5.0,134.0,47.0,2436.0
Glioma,85.0,11.0,122.0,41.0,1110.0
Meningioma,82.0,26.0,129.0,52.0,1222.0
Glioma,77.0,74.0,125.0,106.0,1536.0
Meningioma,75.0,57.0,138.0,125.0,4284.0
Metastatic,78.0,71.0,127.0,105.0,1666.0
Glioma,63.0,25.0,77.0,32.0,98.0
Meningioma,42.0,14.0,90.0,50.0,1728.0
Metastatic,61.0,19.0,82.0,44.0,525.0
Glioma,53.0,86.0,88.0,116.0,1050.0
Meningioma,51.0,83.0,91.0,119.0,1440.0
Glioma,50.0,2.0,101.0,40.0,1938.0
Meningioma,38.0,3.0,128.0,43.0,3600.0
Metastatic,48.0,0.0,100.0,40.0,2080.0
Glioma,37.0,81.0,43.0,84.0,18.0
Meningioma,7.0,70.0,56.0,105.0,1715.0
Metastatic,30.0,74.0,42.0,87.0,156.0
Meningioma,50.0,21.0,52.0,22.0,2.0
Glioma,85.0,7.0,129.0,38.0,1364.0
Meningioma,85.0,4.0,138.0,49.0,2385.0
Metastatic,84.0,1.0,138.0,40.0,2106.0
Glioma,87.0,7.0,131.0,43.0,1584.0
Meningioma,87.0,6.0,138.0,55.0,2499.0
Metastatic,84.0,3.0,138.0,49.0,2484.0
Meningioma,85.0,41.0,99.0,51.0,140.0
Glioma,17.0,70.0,45.0,94.0,672.0
Meningioma,0.0,47.0,73.0,119.0,5256.0
Metastatic,0.0,68.0,54.0,93.0,1350.0
Glioma,46.0,35.0,51.0,41.0,30.0
Metastatic,47.0,30.0,59.0,41.0,132.0
Meningioma,69.0,19.0,125.0,53.0,1904.0
Meningioma,50.0,41.0,60.0,50.0,90.0
Glioma,17.0,52.0,57.0,93.0,1640.0
Meningioma,17.0,48.0,60.0,92.0,1892.0
Meningioma,22.0,27.0,68.0,55.0,1288.0
Glioma,83.0,39.0,127.0,64.0,1100.0
Meningioma,74.0,17.0,130.0,64.0,2632.0
Metastatic,80.0,39.0,131.0,65.0,1326.0
Glioma,95.0,10.0,99.0,17.0,28.0
Meningioma,64.0,7.0,119.0,52.0,2475.0
Metastatic,92.0,8.0,103.0,22.0,154.0
Glioma,3.0,48.0,65.0,89.0,2542.0
Meningioma,0.0,39.0,82.0,102.0,5166.0
Meningioma,42.0,70.0,91.0,97.0,1323.0
Meningioma,42.0,18.0,129.0,58.0,3480.0
Metastatic,92.0,34.0,110.0,49.0,270.0
Glioma,92.0,97.0,134.0,126.0,1218.0
Meningioma,67.0,74.0,138.0,127.0,3763.0
Metastatic,93.0,95.0,133.0,126.0,1240.0
Glioma,78.0,81.0,81.0,86.0,15.0
Meningioma,36.0,77.0,102.0,120.0,2838.0
Metastatic,51.0,78.0,89.0,97.0,722.0
Meningioma,70.0,75.0,78.0,82.0,56.0
Meningioma,92.0,90.0,123.0,98.0,248.0
Glioma,25.0,71.0,52.0,104.0,891.0
Meningioma,12.0,40.0,85.0,119.0,5767.0
Metastatic,12.0,63.0,59.0,110.0,2209.0
Meningioma,59.0,35.0,78.0,47.0,228.0
Glioma,66.0,101.0,100.0,130.0,986.0
Meningioma,52.0,95.0,108.0,131.0,2016.0
Metastatic,58.0,100.0,94.0,130.0,1080.0
Meningioma,80.0,79.0,103.0,110.0,713.0
Glioma,32.0,7.0,106.0,53.0,3404.0
Meningioma,38.0,3.0,124.0,55.0,4472.0
Metastatic,35.0,5.0,110.0,49.0,3300.0
Meningioma,93.0,81.0,133.0,120.0,1560.0
Glioma,100.0,90.0,109.0,100.0,90.0
Meningioma,27.0,71.0,117.0,122.0,4590.0
Metastatic,101.0,90.0,107.0,98.0,48.0
Glioma,31.0,89.0,68.0,119.0,1110.0
Meningioma,28.0,90.0,72.0,111.0,924.0
Metastatic,28.0,85.0,69.0,121.0,1476.0
Glioma,26.0,5.0,68.0,29.0,1008.0
Meningioma,21.0,4.0,110.0,51.0,4183.0
Metastatic,19.0,4.0,81.0,37.0,2046.0
Meningioma,62.0,85.0,74.0,108.0,276.0
Glioma,23.0,25.0,57.0,40.0,510.0
Meningioma,19.0,24.0,60.0,56.0,1312.0
Meningioma,48.0,13.0,98.0,34.0,1050.0
Glioma,94.0,12.0,106.0,16.0,48.0
Meningioma,116.0,16.0,130.0,34.0,252.0
Metastatic,93.0,11.0,106.0,17.0,78.0
Meningioma,65.0,68.0,119.0,99.0,1674.0
Meningioma,85.0,37.0,91.0,43.0,36.0
Glioma,92.0,76.0,102.0,88.0,120.0
Meningioma,70.0,64.0,128.0,101.0,2146.0
Meningioma,31.0,56.0,55.0,91.0,840.0
Meningioma,26.0,79.0,86.0,129.0,3000.0
Glioma,88.0,88.0,106.0,108.0,360.0
Meningioma,58.0,82.0,131.0,130.0,3504.0
Metastatic,87.0,88.0,107.0,110.0,440.0
Glioma,37.0,23.0,55.0,40.0,306.0
Meningioma,26.0,3.0,95.0,55.0,3588.0
Metastatic,38.0,23.0,54.0,38.0,240.0
Glioma,26.0,34.0,66.0,61.0,1080.0
Meningioma,18.0,21.0,79.0,68.0,2867.0
Metastatic,26.0,33.0,71.0,64.0,1395.0
Meningioma,85.0,69.0,118.0,100.0,1023.0
Glioma,48.0,90.0,86.0,125.0,1330.0
Meningioma,23.0,56.0,123.0,131.0,7500.0
Metastatic,46.0,77.0,89.0,128.0,2193.0
Meningioma,88.0,35.0,111.0,54.0,437.0
Glioma,12.0,24.0,56.0,66.0,1848.0
Meningioma,7.0,13.0,71.0,73.0,3840.0
Metastatic,8.0,23.0,57.0,75.0,2548.0
Meningioma,82.0,105.0,93.0,121.0,176.0
Metastatic,71.0,117.0,89.0,129.0,216.0
Meningioma,10.0,58.0,120.0,93.0,3850.0
Glioma,35.0,34.0,70.0,64.0,1050.0
Meningioma,23.0,26.0,83.0,74.0,2880.0
Metastatic,37.0,35.0,72.0,64.0,1015.0
Meningioma,96.0,96.0,101.0,99.0,15.0
Meningioma,60.0,9.0,113.0,55.0,2438.0
Glioma,23.0,57.0,67.0,91.0,1496.0
Meningioma,12.0,51.0,78.0,100.0,3234.0
Metastatic,21.0,57.0,70.0,92.0,1715.0
Glioma,26.0,88.0,76.0,119.0,1550.0
Meningioma,34.0,78.0,99.0,131.0,3445.0
Metastatic,21.0,83.0,88.0,124.0,2747.0
Glioma,76.0,13.0,107.0,46.0,1023.0
Meningioma,47.0,9.0,115.0,51.0,2856.0
Metastatic,74.0,17.0,105.0,46.0,899.0
Meningioma,76.0,7.0,136.0,51.0,2640.0
Glioma,68.0,72.0,137.0,122.0,3450.0
Meningioma,68.0,75.0,111.0,117.0,1806.0
Metastatic,87.0,95.0,107.0,114.0,380.0
Glioma,89.0,5.0,111.0,26.0,462.0
Meningioma,36.0,0.0,138.0,74.0,7548.0
Metastatic,84.0,2.0,114.0,31.0,870.0
Meningioma,46.0,99.0,49.0,101.0,6.0
Meningioma,55.0,99.0,113.0,123.0,1392.0
Glioma,39.0,35.0,72.0,68.0,1089.0
Meningioma,11.0,20.0,83.0,75.0,3960.0
Metastatic,41.0,33.0,74.0,68.0,1155.0
Meningioma,50.0,105.0,73.0,126.0,483.0
Glioma,38.0,29.0,51.0,41.0,156.0
Meningioma,24.0,15.0,72.0,52.0,1776.0
Metastatic,34.0,24.0,60.0,45.0,546.0
Glioma,6.0,16.0,107.0,69.0,5353.0
Meningioma,24.0,6.0,113.0,70.0,5696.0
Metastatic,3.0,14.0,71.0,83.0,4692.0
Meningioma,98.0,68.0,131.0,99.0,1023.0
Meningioma,29.0,84.0,84.0,113.0,1595.0
Metastatic,31.0,89.0,39.0,99.0,80.0
Meningioma,99.0,98.0,131.0,122.0,768.0
Metastatic,106.0,108.0,116.0,121.0,130.0
Glioma,72.0,3.0,107.0,48.0,1575.0
Meningioma,48.0,0.0,127.0,53.0,4187.0
Metastatic,72.0,3.0,91.0,30.0,513.0
Meningioma,68.0,17.0,132.0,64.0,3008.0
Glioma,121.0,19.0,127.0,23.0,24.0
Meningioma,92.0,17.0,138.0,52.0,1610.0
Metastatic,108.0,12.0,137.0,33.0,609.0
Glioma,50.0,88.0,65.0,99.0,165.0
Meningioma,33.0,77.0,71.0,119.0,1596.0
Metastatic,51.0,89.0,65.0,100.0,154.0
Glioma,29.0,15.0,84.0,55.0,2200.0
Meningioma,30.0,27.0,103.0,67.0,2920.0
Metastatic,28.0,17.0,105.0,55.0,2926.0
Glioma,93.0,19.0,106.0,37.0,234.0
Meningioma,98.0,36.0,126.0,46.0,280.0
Glioma,45.0,0.0,105.0,41.0,2460.0
Meningioma,32.0,2.0,136.0,65.0,6552.0
Metastatic,41.0,0.0,108.0,43.0,2881.0
Meningioma,51.0,10.0,119.0,65.0,3740.0
Glioma,81.0,108.0,119.0,131.0,874.0
Meningioma,77.0,99.0,126.0,130.0,1519.0
Metastatic,105.0,116.0,112.0,122.0,42.0
Meningioma,20.0,62.0,44.0,117.0,1320.0
Meningioma,59.0,68.0,77.0,76.0,144.0
Meningioma,77.0,16.0,135.0,49.0,1914.0
Glioma,53.0,104.0,65.0,112.0,96.0
Meningioma,36.0,81.0,103.0,130.0,3283.0
Metastatic,48.0,93.0,72.0,116.0,552.0
Glioma,111.0,30.0,125.0,41.0,154.0
Meningioma,81.0,8.0,138.0,58.0,2850.0
Metastatic,109.0,28.0,127.0,36.0,144.0
Glioma,52.0,32.0,69.0,50.0,306.0
Meningioma,37.0,14.0,104.0,55.0,2747.0
Metastatic,48.0,31.0,80.0,54.0,736.0
Meningioma,32.0,48.0,56.0,74.0,624.0
Metastatic,40.0,70.0,41.0,71.0,1.0
Glioma,116.0,104.0,135.0,120.0,304.0
Meningioma,97.0,85.0,129.0,113.0,896.0
Metastatic,109.0,88.0,138.0,121.0,957.0
Meningioma,79.0,99.0,108.0,127.0,812.0
Meningioma,85.0,86.0,130.0,127.0,1845.0
Metastatic,103.0,99.0,123.0,126.0,540.0
Meningioma,77.0,23.0,131.0,91.0,3672.0
Metastatic,95.0,49.0,104.0,57.0,72.0
Glioma,25.0,76.0,81.0,126.0,2800.0
Meningioma,23.0,70.0,88.0,129.0,3835.0
Meningioma,0.0,54.0,52.0,115.0,3172.0
Glioma,91.0,13.0,126.0,42.0,1015.0
Meningioma,56.0,6.0,138.0,59.0,4346.0
Metastatic,78.0,12.0,129.0,50.0,1938.0
Glioma,38.0,22.0,81.0,52.0,1290.0
Meningioma,30.0,5.0,104.0,53.0,3552.0
Metastatic,36.0,18.0,99.0,52.0,2142.0
Glioma,0.0,63.0,62.0,121.0,3596.0
Meningioma,0.0,56.0,64.0,123.0,4288.0
Metastatic,0.0,60.0,63.0,124.0,4032.0
Meningioma,3.0,64.0,63.0,118.0,3240.0
Meningioma,0.0,69.0,41.0,109.0,1640.0
Glioma,29.0,16.0,55.0,34.0,468.0
Meningioma,27.0,6.0,96.0,62.0,3864.0
Metastatic,27.0,14.0,59.0,37.0,736.0
Meningioma,46.0,95.0,59.0,99.0,52.0
Meningioma,0.0,29.0,38.0,76.0,1786.0
Glioma,48.0,1.0,92.0,42.0,1804.0
Meningioma,33.0,3.0,120.0,70.0,5829.0
Metastatic,43.0,0.0,96.0,47.0,2491.0
Meningioma,63.0,77.0,110.0,107.0,1410.0
Meningioma,85.0,76.0,96.0,88.0,132.0
Glioma,0.0,19.0,48.0,67.0,2304.0
Meningioma,0.0,14.0,68.0,74.0,4080.0
Metastatic,0.0,20.0,48.0,70.0,2400.0
Glioma,61.0,2.0,99.0,42.0,1520.0
Meningioma,49.0,0.0,111.0,46.0,2852.0
Metastatic,55.0,0.0,102.0,42.0,1974.0
Glioma,76.0,10.0,123.0,48.0,1786.0
Meningioma,52.0,7.0,138.0,58.0,4386.0
Metastatic,75.0,6.0,127.0,50.0,2288.0
Meningioma,80.0,80.0,91.0,91.0,121.0
Glioma,6.0,74.0,41.0,101.0,945.0
Meningioma,4.0,73.0,88.0,114.0,3444.0
Metastatic,5.0,75.0,42.0,101.0,962.0
Meningioma,10.0,61.0,84.0,113.0,3848.0
Glioma,122.0,98.0,127.0,112.0,70.0
Meningioma,108.0,84.0,138.0,119.0,1050.0
Metastatic,123.0,88.0,138.0,113.0,375.0
Glioma,25.0,62.0,41.0,79.0,272.0
Meningioma,0.0,46.0,104.0,126.0,8320.0
Metastatic,28.0,65.0,39.0,77.0,132.0
Meningioma,0.0,72.0,113.0,127.0,6215.0
Glioma,60.0,0.0,87.0,14.0,378.0
Meningioma,24.0,2.0,104.0,41.0,3120.0
Metastatic,55.0,0.0,96.0,22.0,902.0
Meningioma,37.0,87.0,82.0,109.0,990.0
Meningioma,88.0,107.0,96.0,117.0,80.0
Glioma,84.0,5.0,114.0,25.0,600.0
Meningioma,38.0,3.0,137.0,38.0,3465.0
Metastatic,80.0,2.0,113.0,29.0,891.0
Glioma,87.0,0.0,116.0,35.0,1015.0
Meningioma,55.0,0.0,133.0,57.0,4446.0
Metastatic,85.0,1.0,114.0,34.0,957.0
Meningioma,13.0,76.0,77.0,122.0,2944.0
Metastatic,31.0,92.0,54.0,103.0,253.0
Meningioma,44.0,27.0,60.0,35.0,128.0
Metastatic,48.0,30.0,53.0,32.0,10.0
Meningioma,26.0,106.0,30.0,110.0,16.0
Glioma,79.0,24.0,87.0,29.0,40.0
Meningioma,60.0,26.0,109.0,65.0,1911.0
Glioma,17.0,0.0,89.0,48.0,3456.0
Meningioma,86.0,19.0,97.0,39.0,220.0
Metastatic,15.0,1.0,82.0,43.0,2814.0
Meningioma,45.0,11.0,51.0,16.0,30.0
Meningioma,41.0,5.0,86.0,33.0,1260.0
Metastatic,53.0,21.0,74.0,31.0,210.0
Glioma,58.0,73.0,76.0,83.0,180.0
Meningioma,54.0,88.0,77.0,106.0,414.0
Metastatic,58.0,71.0,78.0,95.0,480.0
Glioma,80.0,67.0,114.0,103.0,1224.0
Meningioma,49.0,65.0,128.0,117.0,4108.0
Metastatic,76.0,65.0,116.0,103.0,1520.0
Glioma,82.0,84.0,117.0,104.0,700.0
Meningioma,131.0,78.0,135.0,83.0,20.0
Glioma,84.0,83.0,105.0,108.0,525.0
Meningioma,57.0,77.0,119.0,128.0,3162.0
Metastatic,81.0,84.0,108.0,107.0,621.0
Glioma,69.0,0.0,96.0,23.0,621.0
Meningioma,53.0,0.0,103.0,27.0,1350.0
Metastatic,68.0,0.0,102.0,27.0,918.0
Glioma,41.0,14.0,100.0,50.0,2124.0
Meningioma,69.0,7.0,124.0,42.0,1925.0
Metastatic,37.0,13.0,105.0,52.0,2652.0
Meningioma,73.0,70.0,107.0,88.0,612.0
Glioma,64.0,69.0,94.0,88.0,570.0
Meningioma,45.0,67.0,94.0,95.0,1372.0
Metastatic,61.0,67.0,98.0,93.0,962.0
Meningioma,83.0,74.0,87.0,79.0,20.0
Glioma,19.0,36.0,55.0,87.0,1836.0
Meningioma,6.0,27.0,70.0,94.0,4288.0
Metastatic,19.0,37.0,58.0,87.0,1950.0
Glioma,11.0,53.0,36.0,75.0,550.0
Meningioma,0.0,49.0,72.0,112.0,4536.0
Metastatic,8.0,51.0,38.0,79.0,840.0
Glioma,47.0,24.0,64.0,45.0,357.0
Meningioma,27.0,17.0,73.0,49.0,1472.0
Metastatic,44.0,18.0,71.0,42.0,648.0
Glioma,58.0,92.0,106.0,131.0,1872.0
Meningioma,45.0,93.0,117.0,131.0,2736.0
Metastatic,51.0,86.0,111.0,131.0,2700.0
Meningioma,74.0,18.0,100.0,38.0,520.0
