Glioma,Meningioma,Metastatic,No Tumour,File Name,Total
1,1,1,0,volume_28_slice_45_jpg.rf.856d90ca0c609f1ef1fe4b0ddd1634f2.txt,3
1,1,1,0,volume_202_slice_69_jpg.rf.3ea498a1eb3c19d08afdd65fb3630035.txt,3
1,1,1,0,volume_217_slice_50_jpg.rf.9d001b7a0defed54dceb4f2c65f6a945.txt,3
1,1,1,0,volume_223_slice_78_jpg.rf.c6301d8e278d60634065ab987bc3a9b9.txt,3
1,1,1,0,volume_180_slice_78_jpg.rf.607a13e7853da761dc4cf0da6427fd76.txt,3
1,1,1,0,volume_162_slice_72_jpg.rf.3605f795abbd1176c9fc7b44e1f2b124.txt,3
0,1,0,0,volume_220_slice_68_jpg.rf.1bf87178b154d04ed06c40984fb88679.txt,1
0,1,0,0,volume_349_slice_65_jpg.rf.9396ff291ae228fff92c10594891074f.txt,1
1,1,1,0,volume_160_slice_107_jpg.rf.210178417267c0c7f5cd0fcfe75106a1.txt,3
0,1,0,0,volume_235_slice_61_jpg.rf.4af704996f57877e6abfb1d1c07c005a.txt,1
1,1,1,0,volume_193_slice_80_jpg.rf.a9239f87fe6d74f7e9454776e72dc6ba.txt,3
1,1,1,0,volume_103_slice_80_jpg.rf.5da03cdaebb70e20447a01f782e69ff8.txt,3
0,1,0,0,volume_79_slice_104_jpg.rf.a2ec2184a3b8da252015b174f081fc63.txt,1
1,1,1,0,volume_9_slice_44_jpg.rf.45a99dc22603bb447bd3047092d14c2a.txt,3
1,1,1,0,volume_104_slice_53_jpg.rf.48c9a685d75ee2a00b9a41b7fa995740.txt,3
1,1,1,0,volume_296_slice_81_jpg.rf.04abafa1d8496c7149600ad85e5cbe33.txt,3
1,1,0,0,volume_304_slice_47_jpg.rf.a44be9781314e3f1bb0439e1be071b46.txt,2
0,1,0,0,volume_320_slice_66_jpg.rf.e7bf298dd60d455cdb181c831370171e.txt,1
1,1,1,0,volume_158_slice_44_jpg.rf.977205a1447942b986c994b7734b5a2a.txt,3
1,1,1,0,volume_10_slice_86_jpg.rf.da8ca71ad324c5e83aaca6051d5ec2f5.txt,3
1,1,1,0,volume_96_slice_98_jpg.rf.54f3379276417877cda7291c37659c35.txt,3
1,1,1,0,volume_248_slice_107_jpg.rf.06d99dc7fb10f0e2a3a2fae4f252e0d1.txt,3
1,1,1,0,volume_14_slice_53_jpg.rf.ab413eb6e328083c0197698c0f4a6ea3.txt,3
0,1,0,0,volume_123_slice_42_jpg.rf.3729d25933387a812c9bb81da3b5e733.txt,1
1,1,1,0,volume_163_slice_94_jpg.rf.98aa8dd984145350489b87d0482b9bc9.txt,3
0,1,0,0,volume_259_slice_82_jpg.rf.6dc55ea7d80ffee9e0e19a42752e362d.txt,1
1,1,1,0,volume_274_slice_98_jpg.rf.573bdde4a79e6882ed2c1c0d9ca5a05f.txt,3
1,1,1,0,volume_32_slice_121_jpg.rf.e71be199a69e0e3aa4206a59ab7f1020.txt,3
0,1,0,0,volume_119_slice_36_jpg.rf.27bdef1e497b7867b6c90884c4862d88.txt,1
1,1,1,0,volume_13_slice_70_jpg.rf.a3804d2ee9e662dfe33b787c53e27b55.txt,3
1,1,1,0,volume_58_slice_82_jpg.rf.cb92d82228abc8f23dc37d2ebb41c95f.txt,3
0,1,0,0,volume_127_slice_82_jpg.rf.350c18d229c144d0f518ee4524ca4bf1.txt,1
1,1,1,0,volume_52_slice_118_jpg.rf.38cc5185352337055d5727b15d496186.txt,3
0,1,0,0,volume_216_slice_107_jpg.rf.f7a78988818ae3287c980cdaebd286be.txt,1
1,1,1,0,volume_189_slice_109_jpg.rf.5fb321cd46e9e7c18d9bbb987464afe2.txt,3
0,1,0,0,volume_232_slice_94_jpg.rf.076deb3e63dfeac0bdcd5d35f700d24c.txt,1
0,1,0,0,volume_171_slice_132_jpg.rf.b00c31315090d71226d6568aa949828e.txt,1
0,1,0,0,volume_33_slice_131_jpg.rf.0bebf4c2c841b8da67d85f49871f9a00.txt,1
0,1,0,0,volume_342_slice_54_jpg.rf.5af83a537417c666a7f19361b023b204.txt,1
1,1,1,0,volume_95_slice_101_jpg.rf.7ef217daf267c0e10bd1f6a18ae061fe.txt,3
0,1,1,0,volume_352_slice_119_jpg.rf.f9f02bf8b07f37e6be27595c6f321419.txt,2
0,1,0,0,volume_118_slice_93_jpg.rf.e9d53b381fbdd6a6f9f168be33274e87.txt,1
1,1,1,0,volume_61_slice_72_jpg.rf.493c1031d2e1b6762d5badafcd6c28b5.txt,3
1,1,1,0,volume_151_slice_63_jpg.rf.16db6b1831bc2023cbf56143873d2519.txt,3
1,1,0,0,volume_262_slice_87_jpg.rf.cea6850ac595c08716fd7dbc8442eb01.txt,2
0,1,0,0,volume_290_slice_118_jpg.rf.10bcae1caee7fd4da39b10e3660819d6.txt,1
0,1,0,0,volume_144_slice_57_jpg.rf.c922e9dc9d0a099f9c4d9f008bb71d6c.txt,1
0,1,0,0,volume_336_slice_121_jpg.rf.4ed90d74eee1ae82fa03378428a8628f.txt,1
1,1,1,0,volume_271_slice_73_jpg.rf.f6561238bdd8fdb527b527a380874c93.txt,3
1,1,1,0,volume_219_slice_50_jpg.rf.5d8ae95cbbe38ab291544c9ad828d6ea.txt,3
1,1,0,0,volume_267_slice_37_jpg.rf.69eb61d483ad4e7ea30fae71b1683338.txt,2
1,1,1,0,volume_221_slice_73_jpg.rf.bdf3a28073109b4210ccf2467d63023f.txt,3
0,1,0,0,volume_353_slice_66_jpg.rf.687b52c8106dad99dfe13ed9a5ff7995.txt,1
0,1,0,0,volume_301_slice_54_jpg.rf.e7b87e83c772d6a762ccf0a43c8f3621.txt,1
1,1,0,0,volume_294_slice_60_jpg.rf.be6adaeaf56521aabd14f6af6b8d031f.txt,2
1,1,1,0,volume_169_slice_66_jpg.rf.2b1bb9c24d3989275f8432c242c42d6b.txt,3
1,1,1,0,volume_359_slice_88_jpg.rf.7bacfb3c89f411ca556cd099d27f3f61.txt,3
0,1,0,0,volume_90_slice_96_jpg.rf.60ea3044a299b6283db5f456d6c5bcc4.txt,1
0,1,0,0,volume_188_slice_100_jpg.rf.906c7626c9e6d16c13477f4a8c1c991b.txt,1
0,1,0,0,volume_184_slice_92_jpg.rf.c61fe28a6f18fdaeeb3b68378720f665.txt,1
0,1,0,0,volume_153_slice_43_jpg.rf.ce0bc34ea91a463cc62d8084257c7d1d.txt,1
1,1,1,0,volume_29_slice_68_jpg.rf.654396f463e4c695317f59bdf74996ff.txt,3
0,1,1,0,volume_341_slice_70_jpg.rf.f80da87da4a7cebb7c2a961fe6914935.txt,2
1,1,1,0,volume_174_slice_96_jpg.rf.ce7c11ad6ef4de840979196d232b1d24.txt,3
0,1,0,0,volume_118_slice_87_jpg.rf.4e3a7c26e0672ef30f3a3d9102662b8e.txt,1
1,1,1,0,volume_228_slice_37_jpg.rf.fa1b46e67145bd4fdaec293da33aa103.txt,3
1,1,1,0,volume_34_slice_84_jpg.rf.404f42efcb379f125e4ec49a5aabd989.txt,3
1,1,1,0,volume_256_slice_80_jpg.rf.c258a60fcee6d02c6c08b12ee4528045.txt,3
0,1,1,0,volume_6_slice_73_jpg.rf.08e94d5deb301ad3ce560dc5e8c1570a.txt,2
0,1,0,0,volume_171_slice_134_jpg.rf.010e9061117da2bb429da3b988b42b6b.txt,1
0,1,0,0,volume_18_slice_101_jpg.rf.c46035f52d70fb1b08fbccae112f84eb.txt,1
1,1,0,0,volume_271_slice_60_jpg.rf.0230983bdcbfc1b9ef62b7286bd306c8.txt,2
1,1,1,0,volume_126_slice_77_jpg.rf.00c184ef5aed342375a9e6dcf1bfc581.txt,3
0,1,0,0,volume_61_slice_87_jpg.rf.d4b638c91ceb9658ae5e86af384e2923.txt,1
1,1,1,0,volume_100_slice_74_jpg.rf.efbaddf54aa4c47211d447f50194874d.txt,3
1,1,1,0,volume_232_slice_54_jpg.rf.167a610111ae66da932059a247f84e83.txt,3
1,1,1,0,volume_154_slice_116_jpg.rf.9732693a1f5d5bffb83528924296c65b.txt,3
1,1,1,0,volume_309_slice_58_jpg.rf.145d0df3e2afb9a6a2d7e30310494b57.txt,3
0,1,1,0,volume_350_slice_54_jpg.rf.d77c4c22c76d37255e17bb4ffad69cd3.txt,2
1,1,0,0,volume_327_slice_124_jpg.rf.9269e44f9d075a20154f83f3a6bb935e.txt,2
1,1,0,0,volume_303_slice_125_jpg.rf.3dfd1c2dd2d6db0a347577dc86fb6f97.txt,2
0,1,1,0,volume_153_slice_77_jpg.rf.f4c96ea9c4004a1ea02e2434e5461683.txt,2
0,1,0,0,volume_43_slice_38_jpg.rf.119e919ca22fd522980d4623674cfcbe.txt,1
1,1,0,0,volume_316_slice_110_jpg.rf.781bb7bbd288037ebd51795b372d6eb7.txt,2
1,1,1,0,volume_66_slice_86_jpg.rf.eda31fb8cbe88ae8ca4c1697e66804da.txt,3
1,1,1,0,volume_45_slice_84_jpg.rf.3f18b980a0e8527ffb740220c74f7a63.txt,3
0,1,0,0,volume_29_slice_47_jpg.rf.d2d3bf3f8eccba709bf4a657ee85c9e6.txt,1
0,1,0,0,volume_280_slice_74_jpg.rf.8d6c09e5dc0326954a99ab64bec292f3.txt,1
0,1,0,0,volume_202_slice_40_jpg.rf.a59f5ecb9a271fc2975b4fff83f4b55b.txt,1
1,1,1,0,volume_226_slice_67_jpg.rf.6185df0850e23da83e999c2ca88dc5c2.txt,3
1,1,1,0,volume_256_slice_85_jpg.rf.a60d046020e29f396c8c6106fd16a7e1.txt,3
1,1,1,0,volume_270_slice_61_jpg.rf.016fe880181bc0ffd75c7336eb64e49c.txt,3
0,1,0,0,volume_49_slice_107_jpg.rf.dcb31801f496916d6d6075e84c9bee35.txt,1
1,1,1,0,volume_202_slice_47_jpg.rf.3afdb5e8dee750b4c593926e7e09e41e.txt,3
1,1,0,0,volume_335_slice_52_jpg.rf.e6123621bedff477508ae8ceffec823c.txt,2
1,1,1,0,volume_28_slice_54_jpg.rf.3999035dd6e0c71f84a51d5120979745.txt,3
1,1,0,0,volume_141_slice_91_jpg.rf.ee0bca33aa204c143270aa204ae5782b.txt,2
0,1,0,0,volume_159_slice_102_jpg.rf.e2a0a8c604217b890153316f109882d9.txt,1
1,1,1,0,volume_248_slice_64_jpg.rf.caaa9f6c885ea76daac79de6a4dfe131.txt,3
1,1,1,0,volume_247_slice_65_jpg.rf.7c4a5b3e1f2de7442d07601353f6a0a2.txt,3
1,1,0,0,volume_307_slice_68_jpg.rf.785c02ab2dd72862e6d8d41f18bf05b2.txt,2
1,1,1,0,volume_68_slice_83_jpg.rf.d280f763dd2ddc06a7d2540e8460ec21.txt,3
1,1,1,0,volume_360_slice_98_jpg.rf.82310fa3e59e1016e046fd5b8c9325b9.txt,3
1,1,1,0,volume_172_slice_86_jpg.rf.47b2b158ed078857f7b0e56fafca6c1a.txt,3
1,1,1,0,volume_224_slice_73_jpg.rf.14f468cedbe4270153937565a311cb2d.txt,3
0,1,0,0,volume_109_slice_101_jpg.rf.769072e0fa79416723b294c1d9d1aad1.txt,1
1,1,1,0,volume_225_slice_76_jpg.rf.323b45ea14180988b715b9ad716fca7c.txt,3
1,1,1,0,volume_244_slice_91_jpg.rf.3be7e69b3f4a0031c656c350cd0469be.txt,3
0,1,0,0,volume_210_slice_60_jpg.rf.a063e300df729783b625b4cae8079cc1.txt,1
0,0,0,1,volume_48_slice_26_jpg.rf.2dc596352f35b313b1fde664777cca9e.txt,0
0,1,0,0,volume_149_slice_103_jpg.rf.8e57e267fe34d4f82cd60afc6a4772f8.txt,1
1,1,1,0,volume_293_slice_122_jpg.rf.a26a6357d421b785cffade2155c865b6.txt,3
0,1,0,0,volume_109_slice_124_jpg.rf.d333b1025b96486b5d8afbfc70ec0aaf.txt,1
1,1,1,0,volume_351_slice_41_jpg.rf.81d559560b7c5c564235dca379323a39.txt,3
0,1,1,0,volume_110_slice_117_jpg.rf.b182213daf90e2d11377daea192525c0.txt,2
1,0,1,0,volume_326_slice_100_jpg.rf.70a45fdf2d91f423b3d72b8000e39473.txt,2
0,1,0,0,volume_35_slice_88_jpg.rf.7304e4ccdfc15aece5e1011ded3d6c04.txt,1
1,1,0,0,volume_271_slice_56_jpg.rf.106ffa38323331dacd103123537832b9.txt,2
1,1,1,0,volume_199_slice_84_jpg.rf.8ef9cfa4a45143a7dd1a8be6ef8c278d.txt,3
0,1,1,0,volume_206_slice_73_jpg.rf.36705e3054d31ec76e3bdb23126e3109.txt,2
1,1,1,0,volume_16_slice_117_jpg.rf.fb78844e9c86509fdc88dc163743ab7d.txt,3
1,1,0,0,volume_279_slice_78_jpg.rf.9ba73757b5b2767c47616af6193dbe09.txt,2
1,1,1,0,volume_56_slice_122_jpg.rf.45a40c0b89390aba25801e82a7a4f46a.txt,3
0,1,0,0,volume_205_slice_109_jpg.rf.47946f6e63830fb70faf6c3f35b263be.txt,1
0,1,0,0,volume_98_slice_91_jpg.rf.84cda09a8411162554b00a7629a94a4a.txt,1
0,1,0,0,volume_223_slice_130_jpg.rf.685cd95a1471513793091af761d7a34c.txt,1
0,1,0,0,volume_351_slice_92_jpg.rf.ff83ab4cbe0cc78aefa370d4730a4822.txt,1
1,1,1,0,volume_356_slice_90_jpg.rf.e577fdc803402227078b02b6def8f739.txt,3
1,1,0,0,volume_316_slice_63_jpg.rf.e0d8734fb1e8caf8b6b4c8c69a082c1b.txt,2
1,1,1,0,volume_23_slice_93_jpg.rf.b19430d4c03a37d6b60c885f9cfc7eef.txt,3
1,1,1,0,volume_38_slice_94_jpg.rf.c71724f8758f6fdee5000430d0d8c659.txt,3
1,1,1,0,volume_129_slice_65_jpg.rf.125710595df1be668c04996df0877f1c.txt,3
0,1,0,0,volume_66_slice_57_jpg.rf.273fffe90548a8ab07de6a7c95b49cef.txt,1
1,1,1,0,volume_140_slice_135_jpg.rf.c506003b974f67e6654236db3cd51db9.txt,3
1,1,1,0,volume_308_slice_76_jpg.rf.a142b8c23e658821216bd9926cf8438f.txt,3
0,1,0,0,volume_14_slice_26_jpg.rf.87377c907b57a20243db7a84d61328ca.txt,1
0,1,1,0,volume_67_slice_76_jpg.rf.8adc16ccee31412c051d5718d74b78d4.txt,2
1,1,1,0,volume_64_slice_81_jpg.rf.47b431c3488a48307c336134d573cdf2.txt,3
0,1,1,0,volume_358_slice_80_jpg.rf.07a9b37c4bb58f38bdab2c03015e836a.txt,2
0,1,0,0,volume_228_slice_76_jpg.rf.47d5bc323a0c40faad7eb2972f4a0554.txt,1
1,1,1,0,volume_331_slice_43_jpg.rf.1c154e2680fa42889db4023e65709b27.txt,3
1,1,1,0,volume_359_slice_68_jpg.rf.2be5e7809e9e0be0468aed752bf09b4d.txt,3
1,1,1,0,volume_84_slice_54_jpg.rf.1a66ff7159757025030e32f1423a4c76.txt,3
1,1,1,0,volume_218_slice_82_jpg.rf.dd2c4f8e0c8aac6e8fec96d751046fa2.txt,3
0,1,0,0,volume_184_slice_96_jpg.rf.f0103b3bcf4db6afa6a6358ebfac52f2.txt,1
0,1,0,0,volume_59_slice_58_jpg.rf.21304e8a63d49ec7bd872bd774ad5228.txt,1
1,1,1,0,volume_241_slice_126_jpg.rf.3d44f8586431fbc00435f0cc68f5749c.txt,3
0,1,0,0,volume_37_slice_99_jpg.rf.ad5c984b99ad3c81b92c903d3ad92b7f.txt,1
0,1,0,0,volume_21_slice_116_jpg.rf.8f942580f77c6fba09107b9af0259a6e.txt,1
1,1,1,0,volume_191_slice_62_jpg.rf.242b6e3ee8423eb0eb2ad22c49f73d4e.txt,3
0,1,1,0,volume_110_slice_114_jpg.rf.1c94bfee591604c46ca42697bc773b83.txt,2
0,1,0,0,volume_270_slice_48_jpg.rf.a7d7671bd3c2f2faa5689ca75001d700.txt,1
1,1,1,0,volume_160_slice_90_jpg.rf.dfb27646a349e1a290574f27c99e596e.txt,3
0,1,0,0,volume_224_slice_100_jpg.rf.c2e0791ad65ba04e9fe2363c61bf8919.txt,1
1,1,1,0,volume_248_slice_87_jpg.rf.7c738200ed4022e72fe27bae0d36c32e.txt,3
0,1,1,0,volume_283_slice_109_jpg.rf.239a4b759af5b6149d72e640cafd8c0b.txt,2
1,0,1,0,volume_342_slice_113_jpg.rf.12f412782c7b7cc55d9a0b32d7af66ac.txt,2
1,1,1,0,volume_179_slice_74_jpg.rf.43e833fcacb1b91e5a585a3cf7018f9c.txt,3
1,1,1,0,volume_60_slice_73_jpg.rf.d62342f62108154bcd6773cd6053004d.txt,3
0,1,0,0,volume_292_slice_32_jpg.rf.a4866fe58d91bc9c7a33a48e65708aa5.txt,1
1,1,1,0,volume_311_slice_97_jpg.rf.abfe4e73be97e379c2f74fa1d1582dca.txt,3
1,1,1,0,volume_216_slice_97_jpg.rf.e6763ebaf196a618ec3f59c6def8dc02.txt,3
0,1,0,0,volume_155_slice_129_jpg.rf.5edb8dde1b85ee7b05daa520dc67512d.txt,1
0,1,0,0,volume_282_slice_78_jpg.rf.94623406bd5d24384c889a418b387de8.txt,1
0,1,0,0,volume_259_slice_72_jpg.rf.3abdb50f25f6d564c11941442829f491.txt,1
1,1,1,0,volume_66_slice_115_jpg.rf.65f50c4513a85312bdaab2c7daff45b3.txt,3
1,1,0,0,volume_279_slice_108_jpg.rf.1edba7329b611bd3a56ab5489b77962c.txt,2
1,1,1,0,volume_232_slice_67_jpg.rf.715636915568b3449396709f470db842.txt,3
1,1,1,0,volume_5_slice_88_jpg.rf.f8317ef767034dec5440027ec4ce0db2.txt,3
0,1,0,0,volume_235_slice_62_jpg.rf.689736edfdc6af558a5c74526eade5c4.txt,1
0,1,0,0,volume_10_slice_110_jpg.rf.c8073d5846c27d4eee8e90cada448133.txt,1
0,1,0,0,volume_365_slice_59_jpg.rf.47558fe9dd2d968349c96bc4eb1fece6.txt,1
1,1,1,0,volume_217_slice_47_jpg.rf.be0e5faff446df1aca06697000751a3e.txt,3
1,1,1,0,volume_131_slice_119_jpg.rf.1ca3082fb577f9f137b7b4c816429760.txt,3
0,1,0,0,volume_31_slice_130_jpg.rf.b3885045365143e0481988b1b5202a36.txt,1
1,1,1,0,volume_24_slice_87_jpg.rf.2449f96e698a7f1e46682b14e0ae228d.txt,3
0,1,0,0,volume_167_slice_83_jpg.rf.8a96e0a58d07274e31f3dd1e92895845.txt,1
0,1,1,0,volume_207_slice_62_jpg.rf.407a0e036b55fb1b28659c11175e94ac.txt,2
1,1,1,0,volume_170_slice_45_jpg.rf.eca746ea3684c2bf1ddc3b90dd21bfc8.txt,3
1,1,1,0,volume_342_slice_103_jpg.rf.8b6334a8ffaaa33e84ed2f57b1ad3902.txt,3
1,1,1,0,volume_208_slice_93_jpg.rf.00bf393c8d2eae221a85c386bb06d73b.txt,3
1,1,1,0,volume_356_slice_96_jpg.rf.b97c2617f92ce4101937e77d1225c128.txt,3
1,1,1,0,volume_204_slice_61_jpg.rf.0bda78942d4ee7a1c06b6d9e9d45e3d6.txt,3
1,1,1,0,volume_171_slice_69_jpg.rf.d56c939a0c94e9f673947ea603018cc6.txt,3
1,1,1,0,volume_25_slice_89_jpg.rf.520294efb306479144c4cba5f75423e7.txt,3
0,1,0,0,volume_367_slice_108_jpg.rf.cd4d9dfe1bb5a6fdd9caee562516a972.txt,1
0,1,0,0,volume_53_slice_111_jpg.rf.fd64df63c5e14329c6036d350b92cd3d.txt,1
0,1,1,0,volume_341_slice_71_jpg.rf.3b9840106faee10179e49eac8096b53e.txt,2
1,1,1,0,volume_6_slice_82_jpg.rf.d4d9fd565988733f20b3bab8b42c4122.txt,3
1,1,1,0,volume_147_slice_54_jpg.rf.b012901068e0311abfc58bfa673b398b.txt,3
0,1,0,0,volume_96_slice_110_jpg.rf.d031a8e0d7cceb40cb87feda6153da45.txt,1
0,1,0,0,volume_332_slice_88_jpg.rf.52acfe483bd08a7c0897742dce6cb7ae.txt,1
1,1,1,0,volume_50_slice_61_jpg.rf.9795b52b569a4b4d518fb5e0b375ed71.txt,3
1,1,1,0,volume_84_slice_65_jpg.rf.fd5ecddc008554887c87a3eeb68d99cd.txt,3
1,1,1,0,volume_285_slice_105_jpg.rf.35b1d76874a81e6c4d2189bfcfcb8eab.txt,3
1,1,1,0,volume_135_slice_110_jpg.rf.6f7c5fbd252ecee529de9c4bf2e5dc4e.txt,3
1,1,1,0,volume_48_slice_52_jpg.rf.0f81edde6252e5a0a403f269bb941df9.txt,3
1,1,1,0,volume_241_slice_110_jpg.rf.5963b72bb7631c6c326a530beb47c56f.txt,3
1,1,1,0,volume_342_slice_104_jpg.rf.3c5a58cee73f76bbc5f90a57905063f1.txt,3
0,1,0,0,volume_161_slice_109_jpg.rf.a9fc4bb0864ac7e496c3cfff3aed3dc5.txt,1
0,0,0,1,volume_106_slice_43_jpg.rf.a48a548f417aa06e5cc82fe5b54621b4.txt,0
0,1,0,0,volume_168_slice_120_jpg.rf.34f2fd3ade3517fdc0a0413a0efff217.txt,1
0,1,0,0,volume_315_slice_126_jpg.rf.b6d5bca26eb72a8fb47bdaf06c17d36e.txt,1
1,1,1,0,volume_322_slice_54_jpg.rf.ebc355b7e96525e7130e5b0666f755ff.txt,3
0,1,0,0,volume_163_slice_63_jpg.rf.c94ea8a95ecd1827b862de7457b29f5e.txt,1
0,0,0,1,volume_217_slice_28_jpg.rf.5c087efa219cdc3bda2cb56290e05466.txt,0
0,1,0,0,volume_106_slice_62_jpg.rf.78a1b756c876d19fa83febf769ada897.txt,1
1,1,1,0,volume_147_slice_51_jpg.rf.7e84097fca7b7a9c6b64ab914940b057.txt,3
1,1,1,0,volume_368_slice_82_jpg.rf.197d67a74c1e450651d4920ea28216ed.txt,3
1,1,1,0,volume_235_slice_88_jpg.rf.f119338860891df84bfd1221836bf16c.txt,3
1,1,1,0,volume_285_slice_75_jpg.rf.f6a035d466fccfbb1f23a9eb5b9fad9c.txt,3
0,1,0,0,volume_70_slice_76_jpg.rf.9885182fff0d065891b6a1ecdea7b413.txt,1
1,1,1,0,volume_41_slice_55_jpg.rf.fea55b5dd6ee5db9a030d745bc499a5d.txt,3
1,1,1,0,volume_359_slice_84_jpg.rf.322799d0a041f886962a41db660efa14.txt,3
1,0,1,0,volume_326_slice_68_jpg.rf.f8ad797fa72fa4672adb5ede8bfaebb8.txt,2
1,1,0,0,volume_292_slice_37_jpg.rf.f2c82f5c700c73557264f4b1e0e152c1.txt,2
1,1,1,0,volume_147_slice_65_jpg.rf.4a54d374c2eaa2edbe2325cd2a726595.txt,3
0,1,0,0,volume_176_slice_83_jpg.rf.4a2032c147c59009de5cbc18c7b307d0.txt,1
1,1,0,0,volume_322_slice_41_jpg.rf.7c6fe332d69a2300bd88a541a02cba88.txt,2
1,1,0,0,volume_307_slice_52_jpg.rf.5eddafee90a5bc602b274d0dd9acf895.txt,2
0,1,0,0,volume_115_slice_91_jpg.rf.48417a90648ee098f8a06056ab486a00.txt,1
1,1,0,0,volume_300_slice_92_jpg.rf.a2ec196584f1fbef8a9a82e8b5f82380.txt,2
1,1,1,0,volume_349_slice_92_jpg.rf.2282717e82e102af78693957e341d203.txt,3
1,1,1,0,volume_346_slice_117_jpg.rf.f688998e919add92790a74da4300629a.txt,3
1,1,1,0,volume_291_slice_90_jpg.rf.789730d87a715c41056f123d74049c6d.txt,3
1,1,1,0,volume_11_slice_104_jpg.rf.7ae017671688b20350f34af485406314.txt,3
0,1,0,0,volume_165_slice_26_jpg.rf.4db73bc22fa9c00c3bf4c160b76c029c.txt,1
1,1,1,0,volume_55_slice_85_jpg.rf.cb1d9356297071bd8eb13a84e1b29080.txt,3
1,1,1,0,volume_252_slice_85_jpg.rf.a54a6f92e93aec6aac6d274619f86bc1.txt,3
0,1,0,0,volume_201_slice_114_jpg.rf.2cd0c2f8e5c21fa0451e4ebf1bc37e1f.txt,1
1,1,1,0,volume_212_slice_108_jpg.rf.38bf2b3b8b86b711bae4baccc8beb375.txt,3
1,1,1,0,volume_171_slice_112_jpg.rf.365bc291de96063fd4d18ecf4b79a53d.txt,3
0,1,0,0,volume_301_slice_82_jpg.rf.00c42892b331d85f80e42e1ee6a2bb1d.txt,1
1,1,1,0,volume_59_slice_71_jpg.rf.03f4ab4e7c607d5a65807446efbd06f6.txt,3
1,1,1,0,volume_215_slice_41_jpg.rf.6a9c65d00bbca00b6a2335152939dc82.txt,3
1,1,1,0,volume_209_slice_73_jpg.rf.8fe8851754c840aa69e912db742762bd.txt,3
1,1,1,0,volume_34_slice_83_jpg.rf.e594ca478012f6905f87fecdf2a9fcc8.txt,3
1,1,1,0,volume_220_slice_86_jpg.rf.5c3a2f419fa4d1d822f84b5e4fe9e57c.txt,3
1,1,1,0,volume_16_slice_99_jpg.rf.0012677468b09f3b3fd902c5078f3e0a.txt,3
1,1,1,0,volume_150_slice_52_jpg.rf.7a0c1359b9bcea80201f67fe4f75fb96.txt,3
1,1,1,0,volume_75_slice_73_jpg.rf.84d086a50f305f0590e964d1f8be9515.txt,3
1,0,1,0,volume_20_slice_18_jpg.rf.e8429db7e1ab171f4051381cc016da79.txt,2
0,1,0,0,volume_98_slice_72_jpg.rf.21c1d08654b2af95f73751b73c1ae402.txt,1
1,1,1,0,volume_253_slice_80_jpg.rf.91071704ae3756fa0174c78f18abee7f.txt,3
1,1,1,0,volume_274_slice_107_jpg.rf.8e164a44ccb21b6f9d5984c0123e9744.txt,3
0,1,0,0,volume_123_slice_44_jpg.rf.1b44afb30b4b7a9ee94a5ab3fa6b910f.txt,1
1,1,1,0,volume_115_slice_121_jpg.rf.a9628514a47e1758b56b0fff08b9fa65.txt,3
0,1,1,0,volume_210_slice_112_jpg.rf.f8092b01eb198686cd5b2e43aa39f3d4.txt,2
0,1,0,0,volume_6_slice_67_jpg.rf.c9bfc6a7386c2d42534bc1d7302d0afa.txt,1
1,1,1,0,volume_197_slice_78_jpg.rf.77ad06c81ed6510601a0d126b06322c8.txt,3
1,0,1,0,volume_124_slice_39_jpg.rf.a4d18c5ebd656fe5761fdb252f50d8ab.txt,2
1,1,1,0,volume_242_slice_53_jpg.rf.118544466b78b88358d630fd258d387f.txt,3
0,1,0,0,volume_158_slice_76_jpg.rf.1f57dc614654b9af8361c0c62c03ba0a.txt,1
1,1,1,0,volume_33_slice_90_jpg.rf.42344b0b8094d172d5eaf5c3de5828fd.txt,3
1,1,1,0,volume_119_slice_67_jpg.rf.492e18dee8cc2abf8b2140e2366260f8.txt,3
0,1,0,0,volume_148_slice_137_jpg.rf.9889416d5b0361300306457af9a1167f.txt,1
0,1,0,0,volume_255_slice_112_jpg.rf.b686e19e39aaf0fb080492cf796f3c52.txt,1
1,1,1,0,volume_31_slice_97_jpg.rf.e21511a8011d9911185a9dfd5778bddc.txt,3
1,1,1,0,volume_320_slice_95_jpg.rf.dea7d989af51c882b9b5eac4f76818be.txt,3
1,1,1,0,volume_181_slice_55_jpg.rf.abdbedbb6d372de917d0fe4950925b3c.txt,3
1,1,1,0,volume_284_slice_87_jpg.rf.1e782cbe258f8a86a813331a37771334.txt,3
1,1,1,0,volume_35_slice_48_jpg.rf.732aa500b295cf83ea229dc8c269c00d.txt,3
1,1,1,0,volume_25_slice_109_jpg.rf.d7f6efafbc604a469359493a59601f8b.txt,3
0,1,1,0,volume_358_slice_81_jpg.rf.a2900348404e0247a2cb8dc56c7c78a8.txt,2
1,1,0,0,volume_335_slice_54_jpg.rf.46f1754e270594d31e29dca25dd22b8c.txt,2
1,1,1,0,volume_273_slice_76_jpg.rf.dadbe1fbc584093b54336903fc061716.txt,3
1,1,1,0,volume_149_slice_75_jpg.rf.b6c125e9a84374f9931f0c7bc85bece0.txt,3
1,1,1,0,volume_66_slice_107_jpg.rf.e15a5c34e684a368ac50f4239ff962b9.txt,3
0,1,1,0,volume_180_slice_84_jpg.rf.cbc962e879c16f9b1e3c23f16536f32f.txt,2
